feature,coef,base,delta_x,nuevo,feasible,reason
%nivel_de_servicio,0.14398642757552046,0.7821779503838298,0.13890198081003197,0.9210799311938618,True,ok
retenido/contacto_efectivo,0.07325928373876481,0.46952923012584435,0.2730029421433873,0.7425321722692316,True,ok
ftes,0.001487488038865845,36.25,13.445486267741195,49.695486267741195,True,ok
tmo_contacto_efectivo_en_segundos,-2.155783242179255e-05,2145.573078975466,-927.7370567080874,1217.8360222673787,True,ok
